Ref.,Paradosis,Conjecture,Author,Year,Attested Place,Rem.
Str. 12.8.13,κ. ἡ π. -ίαν κ. τ.,καὶ ἡ πρὸς Πισιδίᾳ καὶ τὰ,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 12.8.16,-ὶν,κοραξὴν,Salmasius,1622,EF,
Str. 12.8.21,κειρ-,Κερβήσιον,Theodorus Agallianus,s.xv med.,Vat. gr. 482 (E),
Str. 13.1.2,-ὸν,Γράνικον,C. H. Tzschucke,1808,Vat. gr. 1329 (F),
Str. 13.1.5,ἤδη,ἡ Ἴδη,Maximus Planudes,s.xiii/xiv,EF,
Str. 13.1.21,π. ἀρίσβ-,πόλις Ἄρισβα,Meineke,1853,Vat. gr. 482 (E),
Str. 13.1.25,καὶ ἅπερ,καθάπερ,Wilhelm Xylander,1571,Vat. gr. 2306 + 2061 A (P),
Str. 13.1.30,-γένης,ἀλιτενής,Paulus Leopardus,1568,CpcE et exc. Urb.,
Str. 13.1.35,ἔχ-,διέχων,Jacobus Palmerius,1668,Vat. gr. 2306 + 2061 A (P),
Str. 13.1.35,-κοντο,ἵκανεν,Wilhelm Xylander,1571,Vat. gr. 2306 + 2061 A (P),
Str. 13.1.36,εἰ εἰς τ.,εἰ τοσοῦτον,Meineke,1853,Vat. gr. 2306 + 2061 A (P),
Str. 13.1.36,εἰ … τόδε,εἰ … τότε,Casaubon,1620,Vat. gr. 2306 + 2061 A (P),
Str. 13.1.36,νε-,νηῶν,Wilhelm Xylander,1571,Vat. gr. 2306 + 2061 A (P),
Str. 13.1.42,κ. π. ἔ.,κατά τι παλαιὸν ἔθος,Cobet,1876,X et Eust.,Misc.
Str. 13.1.46,Ἔστι δ᾽ ἡ μετὰ … ἡ … περαία,Ἔ. δὴ μ. … ἡ … π.,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 13.1.46,σιγι-,Σιγειάδα,C. G. Siebelis,1801,Vat. gr. 482 (E),
Str. 13.1.48,τραγεσ-,Τραγασαῖον,Casaubon,1620,Vat. gr. 482 (E),
Str. 13.1.53,συμβῆναι δὲ τοῖς Λατίνοις,σ. δ. τῆς -ης,Thomas Tyrwhitt,1783,BCF,
Str. 13.1.56,-αι,πιονία,Wilhelm Xylander,1571,Xq,
Str. 13.1.57,ἑρμεί-,Ἑρμίαν … Ἑρμίας,Walter Leaf,1923,Vat. gr. 2306 + 2061 A (P),
Str. 13.1.59,κ. ἡ ν. χ.,καὶ νῦν ἡ χώρα,Gustav Kramer,1852,Vat. gr. 2306 + 2061 A (P),
Str. 13.1.59,σχεῖν,ἴσχειν,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 13.1.61,Λυδοῖς τοῖς πρότερον,Λ. π.,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 13.1.62,-εος,Κίλλαιος,Gustav Kramer,1852,exc. Urb.,
Str. 13.1.64,μῦς τις/μιστὶς,μείς τις,Casaubon,1620,Vat. gr. 482 (E),
Str. 13.1.67,χείμαῤῥ-,χίμαρος,Casaubon,1620,CpcDFpc,
Str. 13.1.67,ἑρμίν-,Ἑρμίου,Walter Leaf,1923,Vat. gr. 1329 (F),
Str. 13.1.67,Ἐλαΐτην,Ἐλαϊτικὸν,Wilhelm Dörpfeld,1928,Palat. gr. 398 (X),
Str. 13.1.69,τε καὶ … καὶ ᾿Α. δὲ καὶ,τε καὶ … καὶ ᾿Αταρνέως καὶ,Adamantios Korais,1817,EX,
Str. 13.3.3,ἐπ-,ἀπαναστάσεις,Adamantios Korais,1817,Eust. Il. 357.26–8,
Str. 13.3.6,τεθεῖσθαι,τ. φασιν,C. G. Groskurd,1831,Vat. gr. 482 (E),
Str. 13.4.6,-βόλος,κεραυνόβολος,Adamantios Korais,1817,Eust. Il. 346.33–40,
Str. 13.4.6,συνῆπ-,συνῆκται,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 13.4.14,πεπληρ-,πεπηρωμένων,Casaubon,1620,BmgDsl,
Str. 14.1.8,λατομικὸς κ.,Λατμικὸς κόλπος,Wilhelm Xylander,1571,Vat. gr. 482 (E),
Str. 14.1.8,φθιρ-,φθειρῶν,C. H. Tzschucke,1808,Vat. gr. 482 (E),
Str. 14.1.15,-ὰς,Παρθενία,C. H. Tzschucke,1808,Vat. gr. 482 (E),
Str. 14.1.20,σκολιὰ,Σκόπα,Hemsterhuis,2005,Athous Vatop. 655 (B),apud Radt; marg.
Str. 14.1.31,τὸ ἀ. τ.,τοῦ ἀπὸ τοῦ,C. G. Siebelis,1803,Paris. gr. 1393 (C),
Str. 14.1.32,τήϊον,Τηΐων,C. H. Tzschucke,1808,Vat. gr. 1329 (F),
Str. 14.1.37,στορεννύ-,στορνύντες,Meineke,1853,Vat. gr. 482 (E),s.l.
Str. 14.1.39,-τίου,Πακτύου,Wilhelm Xylander,1571,Vat. gr. 482 (E),
Str. 14.1.40,οὗ τ.,οὐ τὰ,Thomas Tyrwhitt,1783,Vat. gr. 1329 (F),
Str. 14.1.44,ἥρ-,Κόρης,Ezechiel Spanheim,1707,Paris. gr. 1393 (C),apud van Almeloveen
Str. 14.2.1,παραλί-,Καρίας,Gustav Kramer,1852,Vat. gr. 2306 + 2061 A (P),
Str. 14.2.3,διά τε κ.,διά τε τὰ καύματα,Adamantios Korais,1800,Vat. gr. 482 (E),Traité d'Hippocrate
Str. 14.2.5,λ. … -οι,λειτουργίαι … ὀψωνιαζόμεναι,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 14.2.8,κάμει-,Κάμιρον,T. J. van Almeloveen,1707,Palat. gr. 398 (X),
Str. 14.2.10,τ. -ον,τὴν Ῥόδην,Casaubon,1620,Marc. gr. XI 6 (D),
Str. 14.2.21,ὁ κρόν-,Κρόνος,Paul Cascorbi,1879,Vat. gr. 2306 + 2061 A (P),
Str. 14.2.22,-σσ-,Ἰασὸν,C. H. Tzschucke,1808,Vat. gr. 2306 + 2061 A (P),
Str. 14.2.24,ἀλβ-,Λαβιῆνον,Gregorio Tifernate,1469,Vat. gr. 1329 (F),'Labienum'
Str. 14.2.28,ἡ -ὴ -α κ. -ὴ,τῇ πολλῇ συνηϑείᾳ καὶ ἐπιπλοκῇ,Wilhelm Xylander,1571,Vat. gr. 482 (E),
Str. 14.2.29,φωκέ-,Φώκαιαν,C. H. Tzschucke,1808,Vat. gr. 482 (E),
Str. 14.3.5,φαραγγίῳ κείμενον,φάραγγι ᾠκημένον,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 14.3.5,κράγ-,ἄκρας,Wilhelm Xylander,1571,E et Eust.,
Str. 14.3.6,-οις,σταδίους,Adamantios Korais,1817,Vat. gr. 1329 (F),
Str. 14.3.7,λιρύμ-,Λιμύρου,Wilhelm Xylander,1571,Vat. gr. 482 (E),
Str. 14.5.4,εἰς ῥώμην,ἐκ Ῥώμης,Gustav Kramer,1852,Vat. gr. 2306 + 2061 A (P),
Str. 14.5.7,τ. ὄ. τ. Ἰ.,τοῦ ὄρους ὑπὸ τοῦ Ἰσαυρικοῦ,Casaubon,1620,Vat. gr. 2306 + 2061 A (P),[.]πο
Str. 14.5.17,ἀλήνιον π.,᾿Αλήϊον πεδίον,Wilhelm Xylander,1571,DpcE,
Str. 14.5.26,κ. τ. ὕ. ἔθν-,κατὰ τὰ ὕστερα ἔθη,Casaubon,1620,BCDEF,
Str. 14.5.28,Κητί-,Κητείους,Wilhelm Xylander,1571,E et Eust.,
Str. 14.6.2,ν. δ. προκ-,νησία δύο προσκείμενα,Casaubon,1620,Epc,
Str. 14.6.2,ἑλν-,Σελινοῦντα,Guarino Veronese,1469,Dpc,'Selinuntem'
Str. 14.6.3,εἰς ἣν,ἧς,Adamantios Korais,1817,Vat. gr. 1329 (F),
Str. 14.6.3,ἡ Δῆλός,Ἡδύλος,Casaubon,1620,Cpc,
Str. 15.1.10,-ίᾳ,ἑσπέρᾳ,Adamantios Korais,1817,Vat. gr. 1329 (F),
Str. 15.1.17,ἀπὸ γαίας δὲ,ἀπογαίας δὲ,Adamantios Korais,1817,BCDpc,
Str. 15.1.18,ψύχ- ὀ.,τυχόντος ὀρυκτοῦ,Casaubon,1620,Vat. gr. 482 (E),
Str. 15.1.18,θερίζεσθαι … πτίζεσθαι,θ. … πτίσσ-,Casaubon,1620,Dpc,
Str. 15.1.21,κατακαμφθέντα ἄλλην,-ας ἄ.,Adamantios Korais,1817,Bpc,
Str. 15.1.34,πλημμυρίδας … ἀπογαίας,π. … -ους,Casaubon,1620,Vat. gr. 482 (E),
Str. 15.1.35,π. -ῶν,περὶ αὐτοῦ,Adamantios Korais,1817,FP,
Str. 15.1.36,-α,ἔχουσαν,Wilhelm Xylander,1571,Vat. gr. 2306 + 2061 A (P),
Str. 15.1.43,˙ τ. οὖν,˙ ταῖς γοῦν,Meineke,1853,Palat. gr. 398 (X),
Str. 15.1.57,ὡς ὅτι,ὅτι,C. G. Groskurd,1833,Vat. gr. 1329 (F),
Str. 15.1.60,ὑγρ-,ἀγραύλους,Maximus Planudes,s.xiii/xiv,Vat. gr. 482 (E),
Str. 15.1.61,. κ. διδάσκ-,. καρτερίαν δ᾽ ἀσκεῖν,Cobet,1876,Vat. gr. 2306 + 2061 A (P),Misc.
Str. 15.1.61,ἔς τ.,εἴς τινα,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 15.1.62,εἴρηται,ε. δὲ,Adamantios Korais,1817,FP,
Str. 15.1.65,τάξει ᾗ,Ταξίλῃ,Maximus Planudes,s.xiii/xiv,Vat. gr. 482 (E),
Str. 15.1.66,π. -ήχη,πλατεῖαν τρίπηχυν,Adamantios Korais,1817,Marc. gr. XI 6 (D),s.l.
Str. 15.1.68,-όντι,ἀποθανὼν,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 15.1.73,-ληλειμμ-,ἐπαληλιμμένον,Adamantios Korais,1817,Marc. gr. XI 6 (D),
Str. 15.2.2,ἡ πλείστ φ.,ἡ πλείστη πλὴν φοινίκων,Thomas Tyrwhitt,1783,Vat. gr. 482 (E),
Str. 15.2.2,πίττ-,πτίσσουσι,Maximus Planudes,s.xiii/xiv,Vat. gr. 482 (E),
Str. 15.2.5,-λίπ-,κατελείπετο,Adamantios Korais,1817,Dac,
Str. 15.2.14,-ρ-,πυκνόρρωγά … μεγαλόρρωγα,Casaubon,1620,Marc. gr. XI 6 (D),s.l.
Str. 15.2.14,ὃν πέρσαι,ὅνπερ,Barnabé Brisson,†1590,Vat. gr. 2306 + 2061 A (P),président du Parlement de Paris
Str. 15.3.1,ἀνεμώ-,ἀμμώδης,Thomas Tyrwhitt,1783,Vat. gr. 2306 + 2061 A (P),
Str. 15.3.2,ἐπίβουλ-,ἐπήβολον,Casaubon,1620,Dpc,
Str. 15.3.6,-λαβε τ.,μετέβαλε τοὔνομα,Casaubon,1620,Vat. gr. 482 (E),
Str. 15.3.8,γεν-,ἐγενόμην,Maximus Planudes,s.xiii/xiv,Palat. gr. 398 (X),
Str. 15.3.10,ἀ. μ. μὲν … δ. δὲ,ἀπορουμένους μὲν μακρῶν … δεομένους δὲ,Casaubon,1620,Vat. gr. 482 (E),
Str. 15.3.15,ναΐτ-,᾿Αναΐτιδος,Gregorio Tifernate,1469,Vat. gr. 2306 + 2061 A (P),'Anaitidis'
Str. 15.3.18,-νοῦντες,σφενδονῶντες,Meineke,1853,Vat. gr. 2306 + 2061 A (P),
Str. 15.3.19,Δειπνοῦσι,Δ. δὲ,Theodorus Agallianus,s.xv med.,Vat. gr. 482 (E),
Str. 15.3.23,νείλ-,Νίνῳ,Wilhelm Xylander,1571,Vat. gr. 2306 + 2061 A (P),
Str. 16.1.5,κ. αὐτή,καὶ αὕτη,Henrik van Herwerden,1887,Vat. gr. 1329 (F),Mnem.
Str. 16.1.5,μ. ἐστὶν,μεγάλη ᾽στιν,Maximus Planudes,s.xiii/xiv,Palat. gr. 398 (X),
Str. 16.1.10,γὰρ ὑπ᾽,ὑπ᾽,Adamantios Korais,1817,Vat. gr. 1329 (F),
Str. 16.1.11,σταδί- ἑ.,σταθμοῖς ἑπτὰ,J. R. Forster,1776,Vat. gr. 1329 (F),"apud Spelman, The Expedition"
Str. 16.1.16,δυνάμει … Παρθικὴ πόλις,δυνάμει … -ῇ π.,Gustav Kramer,1852,Bac,
Str. 16.2.4,-νίας,᾿Αντιγονείας,Meineke,1853,Vat. gr. 482 (E),
Str. 16.2.18,-ε,κατέτρεχον,Adamantios Korais,1817,Vat. gr. 1329 (F),
Str. 16.2.20,τραχῶν-,Τράχωνες,C. H. Tzschucke,1811,Vat. gr. 1329 (F),
Str. 16.2.25,τρυβλίον -οῦν π.,τρυβλίον χαλκοῦ πρίασθαι,Casaubon,1620,Vat. gr. 482 (E),
Str. 16.2.26,ἐλήφ-/desunt,ἐλείφθησαν,Gustav Kramer,1852,Athous Vatop. 655 (B),
Str. 16.2.29,-ύων τ᾽,κρομμυών τ᾽,Meineke,1852,Vat. gr. 482 (E),Vindiciarum
Str. 16.2.32,-ους,μῆκος,Casaubon,1620,Vat. gr. 482 (E),
Str. 16.2.41,-οὺς,Ἱερικοῦς,C. H. Tzschucke,1811,BCD,
Str. 16.2.44,ἐκ κλεισσ-,ἐκ λισσάδων,Wilhelm Xylander,1571,Vat. gr. 482 (E),
Str. 16.2.44,ζ. κ. δὲ,ζέοντας κατοικίας τε,Adamantios Korais,1817,DE,
Str. 16.3.2,ν. ἰκάριον,νῆσον Ἴκαρον,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 16.3.7,ἐξωγύρ-,ἐξ ᾽Ωγύρου,Adamantios Korais,1817,Vat. gr. 1329 (F),
Str. 16.4.2,πόλις,πόλις δ',Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 16.4.5,ὅρμον,ὅρμον ὃν,Casaubon,1620,Vat. gr. 482 (E),
Str. 16.4.5,οὕτως δ. ἀ.,ὄντως δὲ ἀκάθαρτον,Casaubon,1620,Vat. gr. 1329 (F),
Str. 16.4.8,τὸ σούχου ἵδρυμα,Τοσούχου ἵ.,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 16.4.8,ἐλεφάντων ὁμώνυμον αὐτῶν,ἐ. ὁ. -ῷ,Adamantios Korais,1817,Paris. gr. 1393 (C),s.l.
Str. 16.4.12,-ας,ἐκλειφθεῖσα,Casaubon,1620,Vat. gr. 482 (E),
Str. 16.4.14,λοφώδεις ποιοῦντες ὑπορύττοντες,λ. -ος ὑ.,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 16.4.14,φοίνικάς,φοινικῶνας,Gregorio Tifernate,1469,Palat. gr. 398 (X),'palmeta'
Str. 16.4.14,πλέον ἀκμάζ-,πλεονάζει,Adamantios Korais,1817,Vat. gr. 1329 (F),marg.
Str. 16.4.16,ῥ. πίλ-,ῥαβδωτοῖς σπίλοις,Salmasius,1620,Vat. gr. 1329 (F),in Hist. Aug.
Str. 16.4.18,ἐλα-,Αἰλανίτου … Αἰλανίτης,Adamantios Korais,1817,Vat. gr. 482 (E),s.l./in text.
Str. 16.4.20,οὔτ᾽ ἐ. ν. οὔτ᾽ ἐ.,εἴτ᾽ ἐπὶ ν. εἴτ᾽ ἐπὶ,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 16.4.24,-η,κειμένην,A.-J. Letronne,1819,Vat. gr. 482 (E),
Str. 16.4.24,τῶν ὠνηθῆναι,τ. ὀνη-,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 16.4.26,χιτῶν-,ἀχίτωνες,Casaubon,1620,Vat. gr. 482 (E),
Str. 16.4.26,-ειν,ἐπιχωριάζει,Casaubon,1620,Vat. gr. 482 (E),
Str. 16.4.26,καθάπερ χρυσὸν καὶ ἄργυρον,κ. -ὸς κ. -ος,Casaubon,1620,Vat. gr. 482 (E),
Str. 16.4.27,τίνας,εἴτε τινὰς,Thomas Tyrwhitt,1783,Vat. gr. 482 (E),
Str. 17.1.2,προσ-,προπεσὼν,C. G. Groskurd,1834,DE,
Str. 17.1.4,κη-,κειρίᾳ,Wilhelm Xylander,1571,CpcDpc,
Str. 17.1.5,τά τε ἄλλα καὶ,τά γε ἄ. κ.,Adamantios Korais,1817,DF,
Str. 17.1.7,τὸ μὲν … τὸ δ᾽,τῷ μὲν … τῷ δ᾽,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 17.1.9,-νιον,Τιμώνειον,Cobet,1876,Vat. gr. 482 (E),Misc.
Str. 17.1.12,καὶ γὰρ οἱ μιγάδες,κ. γ. εἰ μ.,Thomas Tyrwhitt,1783,DF,
Str. 17.1.18,ὁ μὲν ἐλαΐτης,ὁ Μενελαΐτης,Jacobus Palmerius,1668,EF,
Str. 17.1.18,ὑπὸ,ἀπὸ,Adamantios Korais,1817,EF,
Str. 17.1.18,Πτολεμαίου καλουμένου,Π. -ος,Jacobus Palmerius,1668,EF,
Str. 17.1.18,προσ-,προϊόντι,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 17.1.23,-αος,μενελαΐς,Nikos Litinas,1999,Vat. gr. 482 (E),APF; s.l.
Str. 17.1.24,τετταράκοντα σταδ-,τετταρακοντασταδίους,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 17.1.36,μήτε τὸ ὕδωρ μήτε δὴ,μ. τ. ὕ. μηδὲ δὴ,Meineke,1853,Vat. gr. 2306 + 2061 A (P),
Str. 17.1.37,-ειν,ἔχει,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 17.1.39,τοῦ Μούριδος,τ. Μοίρ-,Wilhelm Xylander,1571,Vat. gr. 482 (E),
Str. 17.2.4,-γοῦσιν,ὀλολυγόσιν,Salmasius,1629,EX,
Str. 17.2.4,. ζῷα,. ζῷα δ᾽,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 17.3.1,τὰς Μαρμαρίδας,τοὺς Μ.,Meineke,1853,Vat. gr. 482 (E),
Str. 17.3.3,πλη-,πηροῦν,Thomas Tyrwhitt,1783,Vat. gr. 482 (E),
Str. 17.3.10,-ειν,ἔχει,A.-J. Letronne,1819,Vat. gr. 482 (E),
Str. 17.3.11,-ης,πεντάπηχυς,Adamantios Korais,1817,Dpc,
Str. 17.3.13,-ιαίων,μασσυλιέων,Gottfried Bernhardy,1828,Vat. gr. 482 (E),
Str. 17.3.14,-πιον,᾿Ασκληπιεῖον,Adamantios Korais,1817,DpcE,
Str. 17.3.14,αὐτ-,αὑτῇ,Adamantios Korais,1817,Paris. gr. 1393 (C),
Str. 17.3.15,τρόπ-,πόλεμον,Adamantios Korais,1817,EF,
Str. 17.3.15,ἐτρέ-,ἐτράποντο,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 17.3.16,φησι,φασι,Adamantios Korais,1817,Vat. gr. 1329 (F),
Str. 17.3.16,κορσ-,Κοσσούρας,Gustav Kramer,1852,Vat. gr. 2306 + 2061 A (P),
Str. 17.3.16,π. δ᾽,πόλιν,Thomas Falconer,1807,Vat. gr. 2306 + 2061 A (P),
Str. 17.3.16,καὶ π.,πόλιν,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 17.3.20,-νιάδα,Τριτωνίδα,Meineke,1853,Vat. gr. 482 (E),
Str. 17.3.20,ὁ ε. μ.,εἰς μέρη,Wilhelm Xylander,1571,Vat. gr. 482 (E),
Str. 17.3.22,-ρίαν,᾿Αννικερείαν,Meineke,1853,Vat. gr. 482 (E),
Str. 17.3.22,κατοικίαι καὶ ὑδρεῖαι,κ. κ. ὑδρεῖα,Adamantios Korais,1817,DpcEP,
Str. 17.3.22,-λιπ-,ἀπολείπουσα,Adamantios Korais,1817,Vat. gr. 2306 + 2061 A (P),
Str. 17.3.22,Κατά-,Καταβαθμός,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 17.3.22,τὸ … ᾿Α. κ. … Κ.,καλεῖται … Κυρηναία˙ τὸ … ᾿Αλεξάνδρειαν,Gustav Kramer,1852,Vat. gr. 2306 + 2061 A (P),
Str. 17.3.23,ὀρυζο-,οὐ ῥιζοτροφεῖ,Madvig,1871,EP,
Str. 17.3.24,Π. κ. ὑ. τ. β.,Παρθυαῖοι καὶ οἱ ὑπὲρ τούτων βάρβαροι,Adamantios Korais,1817,Vat. gr. 482 (E),
Str. 17.3.25,Λ. δὲ,Λιβύην τε,Adamantios Korais,1817,Vat. gr. 1329 (F),
Strato Com. fr. 1.20,βοῦν δ',βοῦν,Theodor Kock,1880–8,P.Cair. 65445,
Strato Com. fr. 1.44,-α,εκαϲτον,Cobet,1840,P.Cair. 65445,
Sud. ε 460,-βληκεν,ἀποβέβηκεν,Meineke,1823,Phot. z,Men. et Phil. p. 15
Sud. π 926,προσφ-,προφέρειν,Bekker,1854,Phot. z,Suidae Lex. p. 836a
Suet. Iul. 55.3,existimat,-abat,C. G. Müller,,Paris. lat. 6116 (Π),m. pr.
Synag. 52.22,αἱρεθίζειν,αἱρετίζειν,Theodor Kock,1880–8,Phot. α 642,
Synag. 177.16,ἀωρὶ θανάτωι,ἀωροθάνατος,Dindorf,1835,Phot. α 3493,
Synag. 353.9,ἀτη-,ἀτειρής,Friedrich Wilhelm Wagner,1852,Phot. α 474,
Tac. Agr. 3.3,senectutis,seruitutis,Fulvio Orsini,1595,Aesinas lat. 8 (E),
Tac. Agr. 9.3,-am,persona,Beatus Rhenanus,1533,Ec,
Tac. Agr. 9.3,di-,deminuit,Lipsius,1574,Aesinas lat. 8 (E),
Tac. Agr. 9.5,elegit,eligit,Beatus Rhenanus,1533,Aesinas lat. 8 (E),
Tac. Agr. 10.3,in-,enorme,Beatus Rhenanus,1533,Tolet. 49.2 (T),
Tac. Agr. 14.1,plant-,plautius,Beatus Rhenanus,1533,Hersfeld. (H),
Tac. Agr. 15.4,om.,felicibus,Robert Novák,1889,Hersfeld. (H),
Tac. Agr. 16.2,-pius,proprius,Beatus Rhenanus,1533,Hersfeld. (H),
Tac. Agr. 17.2,sustinuitque,subiit sus.,Wilhelm Weissenborn,1850,Hc,
Tac. Agr. 18.2,di-,degredi,Valens Acidalius,1607,Hersfeld. (H),
Tac. Agr. 18.4,dubiis,subitis,Gronovius,1685,Hersfeld. (H),
Tac. Agr. 19.2,-ros,libertos,Franciscus Puteolanus,1475,Hersfeld. (H),
Tac. Agr. 19.4,circumcisisque,circumcisis quae,Beatus Rhenanus,1533,Hc,
Tac. Agr. 19.4,ludere,luere,F. C. Wex,1852,Hersfeld. (H),
Tac. Agr. 20.3,et t.,tanta,Beatus Rhenanus,1533,Hersfeld. (H),
Tac. Agr. 25.1,-is -us,hostili exercitu,Beatus Rhenanus,1533,Hm,
Tac. Agr. 25.3,-asse,oppugnare,Beatus Rhenanus,1533,Hersfeld. (H),
Tac. Agr. 26.2,intulisse,ut tulisse,Franciscus Puteolanus,1475,Hersfeld. (H),
Tac. Agr. 27.2,om.,se victos,Johann v. G. Fröhlich,1827,Hersfeld. (H),
Tac. Agr. 28.1,-is,immixti,Franciscus Puteolanus,1475,Hersfeld. (H),
Tac. Agr. 32.2,circum t.,trepidos,C. A. Heumann,1712,Hersfeld. (H),
Tac. Agr. 34.3,imputare,inputari,Franciscus Puteolanus,1475,Hersfeld. (H),
Tac. Agr. 36.3,-es,equestris,Beatus Rhenanus,1533,Hc,
Tac. Agr. 37.2,ab-,oblatis,Beatus Rhenanus,1533,Hersfeld. (H),
Tac. Agr. 37.5,-is,uersi,Franciscus Puteolanus,1475,Hersfeld. (H),
Tac. Agr. 38.1,Britannique,brittani,Franciscus Puteolanus,1475,Hersfeld. (H),
Tac. Agr. 39.2,-is,principem,Carl Nipperdey,1871–6,Hersfeld. (H),
Tac. Agr. 39.2,et c.,cetera,F. C. Wex,1852,Hersfeld. (H),
Tac. Agr. 41.2,Mis-,Moesia,Lipsius,1574,Aesinas lat. 8 (E),
Tac. Agr. 42.2,-i,proconsulare,Bletterius,1771,Aesinas lat. 8 (E),apud Brotier
Tac. Agr. 43.3,-ant,constabat,Beatus Rhenanus,1533,Aesinas lat. 8 (E),
Tac. Agr. 45.1,(iam) tum,etiam tum,Gronovius,1685,Aesinas lat. 8 (E),
Tac. Germ. 2.1,adu-,auersus,Valens Acidalius,1607,Paris. n.a. 1108 (p),
Tac. Germ. 2.2,-risque,conditoremque,Beatus Rhenanus,1519,Vindob. s.n. 2960 (W),
Tac. Germ. 6.1,-ae,galea,Beatus Rhenanus,1519,Arundel. 277,
Tac. Germ. 11.2,-ceps,principes,Perizonius,1793,Harvard. L25,apud Ernesti
Tac. Germ. 16.3,-is,loci,Valens Acidalius,1607,cod. Baltimor.,
Tac. Germ. 20.3,tanto m.,quanto maior,Karl Halm,1850–1,Urb. lat. 412,
Tac. ann. 11.2.2,-eret,respondit,J. A. Ernesti,1752,Laur. 63.24 (L24),
Tac. ann. 11.3.1,-i,consultante,J. A. Ernesti,1752,Harl. 2764 (H),
Tac. ann. 11.4.2,-um,interpretatam,K. Sirker,1867,Vat. lat. 2965 (V65),
Tac. ann. 11.4.3,poppe assen,Poppaeae sentiam,Franciscus Puteolanus,1476,Ia,
Tac. ann. 11.5.3,ciciam,Cinciam,Petrus Victorius,1538,UPVinN22,
Tac. ann. 11.8.1,uinc-/uic-,uectum,N. S. Anquetil,1817,Ia,
Tac. ann. 11.10.1,inuisit,inuasit,Curzio Picchena,1607,Ia,
Tac. ann. 11.10.1,habebat/habeat,auebat,Lipsius,1547–1607,B2Hol,
Tac. ann. 11.10.1,habebat,parabat,E. Wurm,1854,Ia,
Tac. ann. 11.20.3,et fodere,effodere,Beatus Rhenanus,1533,B72PVin,
Tac. ann. 11.22.4,potius,Potitus,Lipsius,1547–1607,Caesaraug. 9439 (Z),
Tac. ann. 11.24.6,attamen,ac tamen,Karl Halm,1850,Yalensis III (Y03),
Tac. ann. 11.24.7,-ei,plebeii,Carl Nipperdey,1852,Caesaraug. 9439 (Z),
Tac. ann. 11.27,audisse a. u. subisse,audisse auspicum uerba,K. L. Urlichs,1848,Ib,
Tac. ann. 11.34.2,-et,obstrepere,Valens Acidalius,1607,M2,
Tac. ann. 12.2.3,-a,expertae,Gabriele Faerno,1595,LO48O22K,apud Ursinum
Tac. ann. 12.5.3,censoriae,caesareae,Curzio Picchena,1607,Paris. Reg. 6118 (P),
Tac. ann. 12.12.3,ignarum,ignauum,Madvig,1884,L2,
Tac. ann. 12.13.2,om.,et,Lipsius,1547–1607,Leid. BPL 16 Β (L),
Tac. ann. 12.14.2,obuersis/obusis,obuiis,Georg Andresen,1892,Ib,
Tac. ann. 12.15.2,-is,diffisi,Curzio Picchena,1607,H2L,
Tac. ann. 12.15.2,praecellebat,praesidebat,Friedrich Haase,1855,Leid. BPL 16 Β (L),
Tac. ann. 12.20.1,quin,cui,Franciscus Puteolanus,1476,V58Hol2,
Tac. ann. 12.20.2,hoc temptata,hostem tanta,Muretus,1607,Leid. BPL 16 Β (L),apud Gruter
Tac. ann. 12.25.2,om.,in,Muretus,1607,IaY01Y02,apud Gruter
Tac. ann. 12.30.1,di-,degressus,J. A. Ernesti,1752,V58¹B05,
Tac. ann. 12.32.1,inde cangos,in decangos,Georg Bezzenberger,1844,VinSt,
Tac. ann. 12.33,astu,astu tum,Fritz Walter,1939,Ia,
Tac. ann. 12.33,ordolucas etc.,Ordouicas,Beatus Rhenanus,1533,Laur. 68.2 (M),
Tac. ann. 12.34,-i,religione,Lipsius,1547–1607,UL,
Tac. ann. 12.35.1,-e,uirtuti,Curzio Picchena,1607,Ia,
Tac. ann. 12.35.1,tribuni,et t.,Georg Bezzenberger,1844,Leid. BPL 16 Β (L),
Tac. ann. 12.38.3,p. nos ipsos,pabulantis nostro,Franciscus Puteolanus,1476,V58¹B05,
