Ref.,Paradosis,Conjecture,Author,Year,Attested Place,Rem.
Philostr. VA 6.11.13,-ῆσθαι,διαβέβλησθε,Reiske,1756,Paris. gr. 1696,m. sec.
Philostr. VA 6.11.18,καίπερ ἱστας,καὶ περιιστᾷς,Valckenaer,1892,codd.,Wien. Stud.; περιιστὰς codd.
Philostr. VA 6.13.4,-οῖς,σοφούς,Reiske,1756,FQ,
Philostr. VA 6.16.1,ἐ. ἑ.,ἐγὼ μὴ ἑλόμενοι,Reiske,1770,Vat. gr. 1016 et Crac. VIII.16.2,
Philostr. VA 6.22.2,-ὼν,ἐξελῶν,Valckenaer,1892,A E,Wien. Stud.
Philostr. VA 6.26.2,(ἐκ)κτυπηθῆναι,ἐγκτυπηθῆναι,Reiske,1756,Phot.,
Philostr. VA 6.31.2,-ειν,ξυμπέμπει,Bentley,2022,Paris. gr. 1801 (A),apud Boter
Philostr. VA 6.31.2,τῆς τε,τῆς,Reiske,1770,Marc. XI.29 et Paris. gr. 1696,
Philostr. VA 6.34.1,μεμνῆσθαι,μεμνήσεσθαι,Valckenaer,1892,Paris. gr. 1801 (A),Wien. Stud.
Philostr. VA 6.36.1,-ίους,χαραδριούς,G. A. Papabasileiou,1897,A E,
Philostr. VA 7.2.2,ἀνίω,Αἰνίω,Valckenaer,1892,Paris. gr. 1696,Wien. Stud.; m. sec. in marg.
Philostr. VA 7.8.1,-οῖς,χρηστοὺς,Scaliger,2022,Paris. gr. 1801 (A),apud Boter
Philostr. VA 7.11.1,-οὺς,αὐτοῖς,Valckenaer,1892,Phot.,Wien. Stud.
Philostr. VA 7.12.1,ὃ μηδ ̓,ὁ μηδ ̓,Herbert Richards,1909,Laur. CS 155 (S),p.c.
Philostr. VA 7.14.1,παιδικῶν,παίδων,Cobet,1859,Marc. XI.29 et Paris. gr. 1696,
Philostr. VA 7.14.11,ἐπισκώπτ-,ἐπικόπτει,Salmasius,2022,Paris. gr. 1696,apud Boter; m. sec.
Philostr. VA 7.22.2,τοῦ -ους,τὸ πέλαγος,Reiske,1770,Paris. gr. 1696,p.c.
Philostr. VA 7.29,-αγγέλλ-,παραγγελῶν,Reiske,1756,A Q,
Philostr. VA 7.31.1,ἐπ-,ἀπεβλέπετο,Valckenaer,1892,codd.,Wien. Stud.
Philostr. VA 7.32.3,τι ἢ,τι ἢ μή,Bentley,2022,Α Ε,apud Boter
Philostr. VA 7.32.3,-ασθαι,ἀκροάσεσθαι,Herbert Richards,1909,FQ,
Philostr. VA 7.36.2,λειπ-,λιποθυμῆσαι,C. L. Kayser,1870,Paris. gr. 1801 (A),s.l.
Philostr. VA 7.37,τὸ καταπείθειν,τοῦ κακὰ πείθειν,Valckenaer,2022,Phot.,apud Boter
Philostr. VA 7.42.1,μὴ/ἢ,del.,Bentley,2022,Paris. gr. 1696,apud Boter; p.c.
Philostr. VA 7.42.5,πω,που,C. L. Kayser,1870,Marc. XI.29,
Philostr. VA 8.2.2,οὐδὲν,οὐδ ̓,Reiske,1770,Paris. gr. 1801 (A),
Philostr. VA 8.4,ἀπάγξ-,ἀπάξει,Bentley,2022,E FQ,apud Boter
Philostr. VA 8.5.3,ἀλιτηρί-,ἀλίτρους,Salmasius,2022,Palat. gr. 329 (Q),apud Boter
Philostr. VA 8.7.11,προσήκ-,προσῄειν,Valckenaer,1892,AS E,Wien. Stud.
Philostr. VA 8.7.17,κ. χ.,κατὰ τοὺς χρόνους,Cobet,1859,Marc. 391,
Philostr. VA 8.7.19,μύ-,μυεῖν,Reiske,1756,AS E FQ,
Philostr. VA 8.7.21,ἐπ ̓ αὐτῷ/αὐτὸ,ἐπ ̓ αὐτὸν,Reiske,1756,AS,s.l.
Philostr. VA 8.7.28,ἢ,ἢ καὶ,Reiske,1756,E FQ,
Philostr. VA 8.7.28,μὲν,μὲν γὰρ,Reiske,1770,Escor. Φ.III.8 (E),
Philostr. VA 8.7.39,ταῦτ-,ταὐτὰ,Ludwig Radermacher,1895,E FQ,
Philostr. VA 8.7.47,τὰ τ.,τὰ αὑτῶν τοιαῦτα,Gottfried Olearius,1709,Laur. Conv. Soppr. 155 (S),
Philostr. VA 8.8,-ασθαι,ποιήσεσθαι,Reiske,1756,Paris. gr. 1696,m. sec.
Philostr. VA 8.15.2,-ασθαι,ἀκροάσεσθαι,Reiske,1770,FQ,
Philostr. VA 8.21,-νίους,Ἀπολλωνιείους,Valckenaer,1892,Paris. gr. 1801 (A),Wien. Stud.
Philostr. VA 8.22,-ει,ἀπάγοι,Reiske,1756,Paris. gr. 1696,p.c.
Philostr. VA 8.31.3,μαστ-,ματεύεις,Scaliger,2022,App.Anth. Orac. 258,apud Boter
Philox.Gramm. 129.6,Νικόχαρις,Νικοχάρης,Hemsterhuis,1744,D R,ad schol. Ar. Plut. 179 ('ego Bentleium audire malui')
Philox.Gramm. 505.3,ἴσθι,εἰς θι,Friedrich Sylburg,s.xvi ex.,Marc. 304 (B),
Phot. α 151,ἀγενὲς,ἀγεννὲς,Jan van Leeuwen,1907,cod. Zavord. 95 (z),Mnem.
Phot. α 163,οἵους,ἰοῦσ',David Ruhnken,n.d.,schol. Eur.,
Phot. α 448,ἄμπελον,ἄπεπλον,Leo,1907,Zavord. 95 (z),"Hermes 42, 1907, 153/4 = Kl. Schr. 2,409"
Phot. α 448,ἄμπελον,ἄπεπλον,Wilamowitz,1907,Zavord. 95 (z),"SBAk. Berlin 1907,3 = Kl. Schr. 4,529"
Phot. α 532,τῆς,τοῖς,H. Erbse,1950,Zavord. 95 (z),
Phot. α 673,αἰτμ-,ἀτμίζοντος,Richard Reitzenstein,1907,cZavord. 95 (z),
Phot. α 1172,ἐ. ᾧ,ἐφ' ὧν,Richard Reitzenstein,1907,Zavord. 95 (z),
Phot. α 1210,Ἀμμών,Ἄμμων,Boeckh,1886,Berol. graec.oct. 22 (b),Die Staatshaushaltung der Athener II p. 121
Phot. α 1425,ὀλιγοστοὺς,ὀλίγους τοὺς,Richard Reitzenstein,1907,Eust. 1894.38,
Phot. α 2032,-κήτως,ἀπροσδόκητοι,Wilamowitz,1907,Zavord. suppl. 95 (Sz),"SBAk. Berlin 1907,13 = Kl. Sehr. 4,541"
Phot. α 2096,-δε,Θουγενίδης,Blass,1907,Zavord. suppl. 95 (Sz),Rhein. Mus. 62 (1907) 271
Phot. α 2096,-δε,Θουγενίδης,J. Stroux,1907,Zavord. suppl. 95 (Sz),Hermes 42 (1907) 643
Phot. α 2124,-τλία,ἀντία,Richard Reitzenstein,1907,Zavord. 95 (z),
Phot. α 2252,-ων,σπεύδω,Wilamowitz,1907,Zavord. 95 (z),"SBAk. Berlin 1907,13 = Kl. Sehr. 4,541"
Phot. ε 336,-ξασθαι,εἰσδέξεσθαι,Hermann Sauppe,1850,Harp. pl. codd. QP,ad Antiph. fr. 167
Phot. ε 1110,ἐξάρξ- κτλ.,ἐξαράξαντες,L. Dindorf,1835,Cyr. cod. Α fol. 76r,ThGL. vol. III p. 1256Β
Phot. ε 1818,-θεύθηοαν,ἐπλίνθευοαν,Wilamowitz,n.d.,Zavord. 95 (z),ms. ad Hsch.
Phot. ε 2006,φ. ἐ. κόρας,φεῦγ' ἐς κόρακας,Porson,1822,Zavord. 95 (z),
Phot. ε 2239,εὐλ-/εὔλ-,εὐλάχα,Naber,1864,schol. Thuc. cod. Gpc,
Phot. η 37,παλλάθη(ν),παλάθη,Porson,1822,Eust. 1399.29,
Phot. η 37,βρώμ-/ἀρτύμ-,ἀρώματα,Adamantios Korais,s.xviii/xix,Σa et Gal.,
Phot. η 51,ἔ. ἐ.,ἔφην δ' ἐγώ,Porson,1822,Boethus et Sud. cod. F,
Phot. θ 47,παρεγειρον,παρ' αἴγειρον,Porson,1822,Et.Gen. ΑΒ,
Phot. ι 49,πυρὸν,πυρρὸν,Porson,1822,Sud. ι 165,
Phot. ι 49,-γελλεν,ἀπήγγειλεν,Meineke,1822,Sud. ι 165,Anal. Alex. p. 356
Phot. ι 181,-ος,χρήοιμον,Porson,1822,Phot. Bibl. 528a.41,
Phot. ι 198,γεννῶνται,γένωνται,Adamantios Korais,s.xviii/xix,Sud. ι 623,
Phot. κ 671,κήπουρεύμα (dublici acc.),κήπου ῥεῦμα,Dindorf,1835,Zavord. 95 (z),ThGL. vol. IV p. 1521B
Phot. κ 784,δὴ,δεῖ,Porson,1822,Epit. Harp. et Sud. κ 1802,
Phot. κ 1250,-κέναι/-κεν,ἀναβεβηκὸς,Porson,1822,Sud. κ 2749,
Phot. κ 1288,-τας,ψοφοῦντες,Porson,1822,Et.Gen. Α,
Phot. λ 92,λαπήττ-,λαπίττειν,Johann Alberti,1766,zpc,"Hesych. Lex. vol. II p. 427, 7"
Phot. λ 92,λαμπιστὴν,λαπιοτὴν,Johann Alberti,1766,zpc,"Hesych. Lex. vol. II p. 427, 7"
Phot. λ 173,-ία,τρύβλια,L. Dindorf,1835,Zavord. 95 (z),ThGL. vol. V p. 179B
Phot. λ 204,-ον,κακῶν,Porson,1822,zpc,
Phot. λ 232,ἀρτίτ-,ἀρτιτόκος,Schleusner,1812,Σbpc,Cur. nov. p. 188
Phot. λ 319,τὸν,τὸ,Schleusner,1812,AB I 277.7,Cur. nov. p. 195
Phot. λ 382,κατὰ,ὑπὲρ,Maussacus,1822,Harp. pl. cod. Κ,apud Dindorf ad Harp.
Phot. λ 420,-λημ-,κεκλιμένος,L. Dindorf,1835,zpc,ThGL. vol. V p. 403B
Phot. μ 71,μεμαγ-,μεμαλαγμένος,Schleusner,1812,zpc,Cur. nov. p. 213
Phot. μ 135,τίς,τί,Porson,1822,Epit. Harp. et Suid. cod. G,
Phot. μ 521,-ορή-,μυχορρήμων,L. Dindorf,1835,zpc,ThGL. vol. V p. 1321D
Phot. ν 77,νεάσαι,νεᾶσαι,Cobet,1859,Zavord. 95 (z),Mnem. 8 (1859) 38
Phot. ν 191,νηνί-,νηλίποδες,P. P. Dobree,s.xviii/xix,zpc,Advers. vol. III p. 46
Phot. ν 209,ποίησον,ποιήσω,Cobet,1859,Sud. codd. GM,Mnem. 8 (1859) 33–4
Phot. ο 21,-ύλε-,ὀγκύλλεσθαι,Schleusner,1812,Zavord. 95 (z),Cur. nov. p. 266
Phot. ο 119,δῆμος τῆς,δημότης,Adamantios Korais,s.xviii/xix,Epit. Harp. et Harp. pl.,Eἰς μνήμην  ̓Aμάντου p. 293
Phot. ο 119,δῆμος τῆς,δημότης,Schleusner,1810,Epit. Harp. et Harp. pl.,Libell. p. 58
Phot. ο 254, ̓Oλύμπιον, ̓Oλυμπιεῖον,Johann Alberti,1766,zpc,"Hesych. Lex. vol. II p. 747, 7"
Phot. ο 716,-φεῖν,ῥόφειν,L. Dindorf,1835,z et Eust.,ThGL. vol. V p. 2458C
Phot. π 105,κινεῖ,κινεῖται,Dindorf,1835,Cyr. cod. A et Hsch. π 237,ThGL. vol. VI p. 106C
Phot. π 192,παρὰ αὐλίδην,παραβλήδην,Adamantios Korais,s.xviii/xix,zpc et Sud. π 270,Eἰς μνήμην  ̓Aμάντου p. 294
Phot. π 252,-μοῦντες,παρορμῶντες,Porson,1822,zpc Σa+b Sud.,
Phot. π 317,-απενθεῖς,παρατενεῖς,Schleusner,1810,Tim. et Hsch.,Libell. p. 71
Phot. π 322,ἐπιστρέψαι/ἐπιτρέψαι,ἐπιτρῖψαι,Cobet,1859,Sud. codd. GMpc,Mnem. 8 (1859) 48–9
Phot. π 328,-ων,λόγῳ,Porson,1822,Harp. pl. et Sud. codd. GM,
Phot. π 344,-ως,ὁμοίους,Schleusner,1812,Harp. pl. et Suid. codd. GMV,Cur. nov. p. 315
Phot. π 403,παρ ̓ ἡμῖν,παρήμην,Adamantios Korais,s.xviii/xix,Σa+b Sud.,Eἰς μνήμην  ̓Aμάντου p. 294
Phot. π 521,-τατα,προθυμότατοι,Adamantios Korais,s.xviii/xix,Harp. pl. et Sud. cod. Mpc,Eἰς μνήμην  ̓Aμάντου p. 294
Phot. π 541,τυράννων,Tυρρηνῶν,Adamantios Korais,s.xviii/xix,Λεξ. ῥητ. cod. Coisl. 345 et EM,Eἰς μνήμην  ̓Aμάντου p. 294
Phot. π 541,δόντες,ἰδόντες,Adamantios Korais,s.xviii/xix,Zpc,Eἰς μνήμην  ̓Aμάντου p. 294
Phot. π 543,-λαθ-,πέλεθρα,Cobet,1858,Zpc Σa Sud.,Mnem. 7 (1858) 479
Phot. π 588,-κοντεύ-,πεντηκοστεύεσθαι,Schleusner,1812,Harp. pl. et Sud.,Cur. nov. p. 329
Phot. π 662,-ριέχ-,περιέρχεσθαι,Adamantios Korais,s.xviii/xix,Σb Sud.,Eἰς μνήμην  ̓Aμάντου p. 294
Phot. π 699,περιφαρμ-,πεφαρμακευμένον,Adamantios Korais,s.xviii/xix,Σa+b Sud. Hsch.,Eἰς μνήμην  ̓Aμάντου p. 294
Phot. π 706,-κον-,περικωνῆσαι,Cobet,1859,g z,Mnem. 8 (1859) 52
Phot. π 800,κάταγμα,κατάμαγμα,Ludolf Küster,s.xviii in.,Cyr. cod. Brem.,ThGL. vol. VI p. 986C
Phot. π 802,-νίαν,ἀλγηδόνα,Adamantios Korais,s.xviii/xix,Zpc Sud.,Eἰς μνήμην  ̓Aμάντου p. 295
Phot. π 1079,τεσσάρων,δʹ,Porson,1822,Sud. π 2026,
Phot. π 1079,προάρξ-,προάξαντες,Demetrius Chalcondyles,1499,Et.Gud.,
Phot. π 1157,-ριών,πρηγορεών,Schleusner,1810,zpc,Libell. p. 84
Phot. π 1234,πρωθῆβας/πρόθ-,πρωθήβας,Cobet,1859,zpc,Mnem. 8 (1859) 59
Phot. π 1247,-σελθ-,εἰσενεχθῆναι,Schleusner,1810,zpc Sud.,Libell. p. 85
Phot. π 1255,πυρὶ,πυροὶ,Porson,1822,AB,
Phot. π 1282,μεταβ-,καταβολῆς,Adamantios Korais,s.xviii/xix,zpc et Epit. Harp. et Sud.,Eἰς μνήμην  ̓Aμάντου p. 295
Phot. π 1286,προσπ-,προπίνειν,Porson,1822,Σa+b et Sud. et schol. Pi.,
Phot. π 1374,-σαν,φάσαι,Porson,1822,Amm. Ptol. Et.Gud. Eust.,
Phot. π 1374,-σαν,φάσαι,Adamantios Korais,s.xviii/xix,Amm. Ptol. Et.Gud. Eust.,Eἰς μνήμην  ̓Aμάντου p. 295
Phot. π 1394,βδελλύσσ-,βδελύσσομαι,Porson,1822,Σa+b Sud.,
Phot. π 1421,-φθείρ-,παραφέρειν,Schleusner,1812,zpc et schol. Ar. et Sud.,Cur. nov. p. 374
Phot. π 1539,-φθορὰ,διαφορὰ,Dindorf,1835,Sud. π 3173,ThGL. vol. VI p. 2237C
Phot. π 1550,-ραιν-,πύραυνος,Porson,1822,Eust. 1548.1,
Phot. π 1580,-ρώνων,πυρῶν,Adamantios Korais,s.xviii/xix,Sud. π 3240,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. ρ 4,-ναιμ-,ἄνεμος,Johann Alberti,1766,Zavord. 95 (z),"Hesych. Lex. vol. II p. 1094, 25"
Phot. ρ 80,-τρεία,ῥελατορία,Adamantios Korais,s.xviii/xix,zpc Σa+b Sud.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. ρ 108,τῶν -ῶν,τὸ παλαιὸν,P. P. Dobree,s.xviii/xix,zpc,Advers. vol. III p. 49
Phot. ρ 116,ἀπὸ,ὑπὸ,Naber,1865,Σb,
Phot. ρ 129,-νόμ-,ῥινώμενος,Adamantios Korais,s.xviii/xix,zpc Sud.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. ρ 147,-ειν,ῥοίβδην,Dindorf,1835,Σa+b,ThGL. vol. VI p. 2415B
Phot. ρ 190,-υστ-,ῥυτῆρας,Cobet,1859,zpc,Mnem. 8 (1859) 66
Phot. σ 28,-ροτον,ἀσάρωτον,Porson,1822,Zavord. 95 (z),
Phot. σ 44,-νῆσαι,σαλακωνίσαι,Porson,1822,zpc,
Phot. σ 61,εἴσω πολιτείαν,ἰσοπολιτείαν,Adamantios Korais,s.xviii/xix,Sud. σ 77,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 61,εἴσω πολιτείαν,ἰσοπολιτείαν,Porson,1822,Sud. σ 77,
Phot. σ 89,Tρυζ-,Tροιζῆνι,Adamantios Korais,s.xviii/xix,zpc,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 125,-σαντες,προσκαλέσασθαι,Porson,1822,Sud. cod. Eac,"teste Dobree, Phot. Lex. vol. II p. 787"
Phot. σ 160,ἀντεσεβ-,ἀντὶ τοῦ ἐσεβάσθησαν,Johann Alberti,1766,zpc,"Hesych. Lex. vol. I p. 1456, 22"
Phot. σ 167,μὴ,μὲν,Adamantios Korais,s.xviii/xix,Harp. pl. et Sud. codd. GVM,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 182,-ων,ὑποτρέχον,Porson,1822,Σa+b Sud. etc.,
Phot. σ 198,οἷς,οἷς οἱ,Adamantios Korais,s.xviii/xix,z Sud.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 253,ἄριστοι,ἄρτοι,Adamantios Korais,s.xviii/xix,zpc et Epit. Harp. et Sud.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 300,σκέρβορε· λοίδορε,σκέρβολλε· λοιδόρει,Schleusner,1810,zpc,Libell. p. 95
Phot. σ 324,τοῦτον,τούτων,Adamantios Korais,s.xviii/xix,zpc et Epit. Harp. et Sud.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 346,-μίοις,πολέμοις,Adamantios Korais,s.xviii/xix,Tim.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 348,-ῆ-,σκληφρόν,David Ruhnken,1828,zpc,Tim. p. 233
Phot. σ 367,ὡς τυχ-,ᾧ στοιχοῦσιν,Adamantios Korais,s.xviii/xix,zpc Σa Sud.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 390,-εῖλον,περιείλουν,Adamantios Korais,s.xviii/xix,Σa+b Sud.,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 441,σπαρνον sine acc.,σπαρνόν,L. Dindorf,1835,Hsch. cod. Marc.,ThGL. vol. VII p. 556A
Phot. σ 489,-ει,σημαίνοι,Porson,1822,Sud. cod. A,
Phot. σ 509,τῷ ληνῷ,τῇ ληνῷ,L. Dindorf,1835,AB,ThGL. vol. VII p. 675A
Phot. σ 535,πικρ-,πυκνοῖς,Adamantios Korais,s.xviii/xix,Sud. codd. GVM,Eἰς μνήμην  ̓Aμάντου p. 296
Phot. σ 551,-ιγμα,στήριγγα,Johann Alberti,1766,Poll. cod. C,"Hesych. Lex. vol. II p. 1268, 30"
Phot. σ 586,τὸν,τῶν,Porson,1822,Zavord. 95 (z),
Phot. σ 603,ὡς γρ-,προσγράφουσιν,Adamantios Korais,s.xviii/xix,Harp. pl.,Eἰς μνήμην  ̓Aμάντου p. 297
Phot. σ 606,-ίδος,στρατηγίας,Johann Alberti,1766,Sud. codd. GMpc,"Hesych. Lex. vol. II p. 1276, 31"
Phot. σ 628,-βηλος,στρόβιλος,Porson,1822,Hsch. σ 2012,
Phot. σ 724,-φέρ-,συμφύρεται,Schleusner,1810,Σa+b Sud.,Libell. p. 101
Phot. σ 724,-φέρ-,συμφύρεται,Porson,1822,Σa+b Sud.,
Phot. σ 746,συνδεδεμένος,συνδεσμούμενος,Meineke,1857,Cyr. σ 310,Philol. 12 (1857) 623
Phot. σ 793,σύνθυμοι,συνθυμεῖν,Schleusner,1810,Hsch. σ 2629,Libell. p. 102
Phot. σ 799,ἔξωθεν,ἐξ ἔθους,Adamantios Korais,s.xviii/xix,Harp. pl. et Epit. Harp.,Eἰς μνήμην  ̓Aμάντου p. 297
Phot. σ 914,κ. κατὰ,καὶ τὰ,Adamantios Korais,s.xviii/xix,zpc Sud. Et.Gen. AB,Eἰς μνήμην  ̓Aμάντου p. 297
Phot. σ 918,-ρίβειν,διατριβὴν,Adamantios Korais,s.xviii/xix,Σa+b Sud. etc.,Eἰς μνήμην  ̓Aμάντου p. 297
Phot. σ 925,τοῦ,τὸ,Adamantios Korais,s.xviii/xix,z etc.,Eἰς μνήμην  ̓Aμάντου p. 297
Phot. σ 931,πονή-,ποιήματα,Porson,1822,Sud. σ 868,
Phot. τ 140,κατέ-,ἀπέχοντες,Adamantios Korais,s.xviii/xix,zpc Sud. Et.Gen. AB,Eἰς μνήμην  ̓Aμάντου p. 297
Phot. τ 200,καυ-,αὐλίσκον,Naber,1865,AB,
Phot. τ 219,-γ-,στραγγεύεσθαι,David Ruhnken,1828,Phot. Amphil. cod. Γ,Tim. p. 254
Phot. τ 271,ἐπέτος,ἐπ ̓ ἔτος,Porson,1822,Zavord. 95 (z),
Phot. τ 276,φράτερσεσιν,Φράτερσιν,Dindorf,1835,Zavord. 95 (z),ThGL. vol. VIII p.1036C
Phot. τ 464,οἷον,οἱ,P. P. Dobree,n.d.,Et.Gen. B et EM,Advers. vol. III p. 53
Phot. τ 568,-ρ-,Tυρρηνικὰ,P. P. Dobree,n.d.,zpc,Advers. vol. III p. 53
Phot. υ 28,παραρέη κτλ.,παραρρέῃ,O. Crusius,1910,zpc,Paroemiographica p. 90
Phot. υ 47,ἐνόλωι,ἐν λόγῳ,Schleusner,1810,zpc Sud.,Libell. p. 120
Phot. υ 137,μύ-,μισθοὺς,Adamantios Korais,s.xviii/xix,Zen. Ath. et vulg.,Eἰς μνήμην  ̓Aμάντου p. 298
Phot. υ 163,ὑπ ̓ ἠοῖ,ὑπηοίη,Naber,1865,Hsch. υ 542,
Phot. υ 164,ὑφ ̓,ἐφ ̓,Porson,1822,Sud. cod. A,
Phot. υ 241,ὑπὸ,ἀπὸ,Konstantinos Kontos,1877,Sud. codd. GM,Παρνασσός 1 (1877) 736
Phot. υ 299,ἐραντίθην,ἐρραντίσθην,Naber,1865,zpc,
Phot. φ 29,τῆινεῶι,ἐπὶ τῆς νεὼς,Adamantios Korais,s.xviii/xix,z Sud. Et.Gen. AB,Eἰς μνήμην  ̓Aμάντου p. 298
Phot. φ 69,ἀποστ-,ἀπατήσας,Dindorf,1835,Cyr. φ 28,ThGL. vol. VIII p.656D
Phot. φ 143,-θεῖν-,φθῆναι,Cobet,1858,Σa Sud. codd. AGFM etc.,Mnem. 7 (1858) 478
Phot. φ 144,φθείσ-,φθήσεται,Cobet,1858,Σa+b Sud. etc.,Mnem. 7 (1858) 478
Pi. I. 6.87a schol.,-ειν/-ων,συντέμνει,Petros N. Papageorgiu,1880,codd.,
Pi. N. 6.27,ἄντα σκοποῦ,σκοποῦ ἄντα,Giovanni Luigi Mingarelli,pre-1772,P.Berol. inv. 16367,
Pi. N. 6.51,-βὰς,-βαὶς,Turyn,n.d.,P.Oxy. LXXV 5043,
Pi. N. 9.42,ἡ-,ἁμέραις,Triclinius,n.d.,P.Oxy. LXXV 5043,
Pi. N. 10.42,-ε,θάλησεν,Triclinius,n.d.,P.Oxy. LXXV 5043,
Pi. N. 10.48,π. τε χειρῶν (τε),ποδῶν χειρῶν τε,E. Schmid,n.d.,P.Oxy. LXXV 5043,
Pi. N. 10.60,αἰχμᾷ,ἀκμᾷ,J. C. de Pauw,1747,P.Oxy. LXXV 5043,
Pi. O. 1 schol. Inscr. a,ογ΄,οϛ΄,Bergk,1878,P.Oxy. II 222,Poet. Lyr. i. p.4
Pi. O. 2.76,γᾶς,μέγας,J. C. de Pauw,1747,P.Oxy. XVII 2092,
Pi. O. 6.77,ὄροις,ὄρος,Zacharias Callierges,1515,P.Oxy. XIII 1614,
Pi. P. 3.166 schol.,ἐν κῷ,ἐν Ἴκῳ,Jean Brodeau,1549,DEGQ,Epigr. Gr. p. 372
Pi. P. 6.14,-οι/-ος,τυπτόμενον,Dawes,n.d.,P.Oxy. LXXV 5039,
Pi. Pae. 9.4,ἰσχὺν πτανὸν (ἀν)δράσιν,ἰσχύν τ'ἀνδράσι(ν),Blass,n.d.,P.Oxy. V 841,
Pl. Chrm. 173b,(μὴ) ὑγιέσιν,η υ̣γιεϲ̣[ιν,L. F. Heindorf,1802–10,P.Oxy. LXXVI 5082,
Pl. Crit. 48e,πείσαι κτλ.,πείσας,Philipp Buttmann,1830,Vat. gr. 225 (V),
Pl. Grg. 473b,Polo,ἴσως Socrati tribuunt,Van Prinsterer,,BF,
Pl. Grg. 486a,διαπρέπ-,διατρέπεις,Grotius,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Grg. 498b,-ον,μόνοι,R. B. Hirschig,1856,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Grg. 514a,θῶ-,φῶμεν,Madvig,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Grg. 520e,-εύειν,συμβουλεύσειν,Cobet,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Grg. 522c,ἐν,ἓν,Adamantios Korais,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Hp.Ma. 304a,κνίσματα,κνήσματά,Cobet,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. La. 197e,δὲ,δὴ,Martin Schanz,1883,P.Oxy. II 228,
Pl. Lg. 832a,om.,ἡ,Apelt,,Laur. Plut. 80.17 (L),
Pl. Lg. 894c,τήν τε,τὴν δὲ,Henri Estienne,1578,Ricc. 67,
Pl. Men. 81b,-ὰν,ψυχὰς,Böckh,,Vindob. 54. suppl. phil. gr. 7 (W),"'August Boeckh unterschrieb selbst mit »Böckh«, die Familie und die Fachtradition bevorzugen »Boeckh«.'"
Pl. Men. 82c,ἐν,ἦν,F. A. Wolf,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Men. 95b,ε. ἢ,εἶναι καὶ,F. A. Wolf,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Men. 96e,-ειν,διαφεύγει,Madvig,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Men. 99a,ἐπιγίγ.,ἔτι γίγνεται,Schleiermacher,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Mx. 244d,ο. πολλῶν,οὐδὲ παλαιῶν,Gottleber,,Vindob. 55. suppl. phil. gr. 39 (F),
Pl. Phd. 82e,τῳ δεδέσθαι,τοῦ δεδέσθαι,L. F. Heindorf,1810,P.Lond.Lit. 145 (inv. 488),
Pl. Phdr. 228b,πάνυ τις,πάνυ τι,Martin Schanz,1875,P.Oxy. VII 1016,
Pl. Phdr. 229d,δὲ,δὴ,J. C. Vollgraff,1909,Ath. 5.220F (Marc. 447),Mnem.
Pl. Phdr. 239a,τῶν,τοῖς,L. F. Heindorf,1802,P.Oxy. VII 1017,
Pl. Phdr. 251a,μὴ δεδιείη,μὴ ἐδεδίει,Cobet,1858,P.Oxy. VII 1017,p. 467
Pl. Phdr. 251e,ὠδίν-,ὀδυνῶν,Charles Badham,1851,Marc. gr. 186,Wadham 3rd class
Pl. Phdr. 257e,γράφουσι,γράψωσι,L. F. Heindorf,1798,Herm. in Phdr.,Spec. coni. p. 13
Pl. Phdr. 264a,διανεῖν,διανύειν,Henri Estienne,1578,Bodl. Clark. 39 (b),m. rec.
Pl. Phdr. 274a,οἷός (γε),οἷός τε,L. F. Heindorf,1802,Paris. gr. 1813,
Pl. Phlb. 26d,-ων,ἀπειργασμένην,Henry Jackson,1897,Vindob. 54. suppl. phil. gr. 7 (W),Journ. of Phil.
Pl. Phlb. 33c,-ψώ-,ἐπισκεψόμεθα,Bekker,1826,Vindob. 54. suppl. phil. gr. 7 (W),
Pl. Phlb. 47d,γενο-,γιγνομένη,Charles Badham,1855–78,Vindob. 54. suppl. phil. gr. 7 (W),
Pl. Phlb. 51c,μου,που,Charles Badham,1855–78,W2,
